Week,Temp,pH,Treatment,Trt_Rep,Photo_Rep,File_name,Type,Number
Week3,Low,Low,AA,1,1,AA1_x4_1,Eggs,10
Week3,Low,Low,AA,1,1,AA1_x4_1,Juveniles,5
Week3,Low,Low,AA,1,1,AA1_x4_1,Females,15
Week3,Low,Low,AA,1,1,AA1_x4_1,Males,5
Week3,Low,Low,AA,1,1,AA1_x4_1,Productive,7
Week3,Low,Low,AA,1,1,AA1_x4_1,Non-productive,13
Week3,Low,Low,AA,1,2,AA1_x4_2,Eggs,11
Week3,Low,Low,AA,1,2,AA1_x4_2,Juveniles,7
Week3,Low,Low,AA,1,2,AA1_x4_2,Females,14
Week3,Low,Low,AA,1,2,AA1_x4_2,Males,13
Week3,Low,Low,AA,1,2,AA1_x4_2,Productive,11
Week3,Low,Low,AA,1,2,AA1_x4_2,Non-productive,16
Week3,Low,Low,AA,1,3,AA1_x4_3,Eggs,18
Week3,Low,Low,AA,1,3,AA1_x4_3,Juveniles,10
Week3,Low,Low,AA,1,3,AA1_x4_3,Females,19
Week3,Low,Low,AA,1,3,AA1_x4_3,Males,6
Week3,Low,Low,AA,1,3,AA1_x4_3,Productive,16
Week3,Low,Low,AA,1,3,AA1_x4_3,Non-productive,9
Week3,Low,Low,AA,2,1,AA2_x4_1,Eggs,6
Week3,Low,Low,AA,2,1,AA2_x4_1,Juveniles,5
Week3,Low,Low,AA,2,1,AA2_x4_1,Females,10
Week3,Low,Low,AA,2,1,AA2_x4_1,Males,12
Week3,Low,Low,AA,2,1,AA2_x4_1,Productive,8
Week3,Low,Low,AA,2,1,AA2_x4_1,Non-productive,14
Week3,Low,Low,AA,2,2,AA2_x4_2,Eggs,11
Week3,Low,Low,AA,2,2,AA2_x4_2,Juveniles,17
Week3,Low,Low,AA,2,2,AA2_x4_2,Females,13
Week3,Low,Low,AA,2,2,AA2_x4_2,Males,13
Week3,Low,Low,AA,2,2,AA2_x4_2,Productive,13
Week3,Low,Low,AA,2,2,AA2_x4_2,Non-productive,13
Week3,Low,Low,AA,2,3,AA2_x4_3,Eggs,13
Week3,Low,Low,AA,2,3,AA2_x4_3,Juveniles,8
Week3,Low,Low,AA,2,3,AA2_x4_3,Females,15
Week3,Low,Low,AA,2,3,AA2_x4_3,Males,14
Week3,Low,Low,AA,2,3,AA2_x4_3,Productive,13
Week3,Low,Low,AA,2,3,AA2_x4_3,Non-productive,16
Week3,Low,Low,AA,3,1,AA3_x4_1,Eggs,7
Week3,Low,Low,AA,3,1,AA3_x4_1,Juveniles,2
Week3,Low,Low,AA,3,1,AA3_x4_1,Females,20
Week3,Low,Low,AA,3,1,AA3_x4_1,Males,20
Week3,Low,Low,AA,3,1,AA3_x4_1,Productive,7
Week3,Low,Low,AA,3,1,AA3_x4_1,Non-productive,33
Week3,Low,Low,AA,3,2,AA3_x4_2,Eggs,4
Week3,Low,Low,AA,3,2,AA3_x4_2,Juveniles,6
Week3,Low,Low,AA,3,2,AA3_x4_2,Females,11
Week3,Low,Low,AA,3,2,AA3_x4_2,Males,10
Week3,Low,Low,AA,3,2,AA3_x4_2,Productive,5
Week3,Low,Low,AA,3,2,AA3_x4_2,Non-productive,16
Week3,Low,Low,AA,3,3,AA3_x4_3,Eggs,11
Week3,Low,Low,AA,3,3,AA3_x4_3,Juveniles,0
Week3,Low,Low,AA,3,3,AA3_x4_3,Females,16
Week3,Low,Low,AA,3,3,AA3_x4_3,Males,16
Week3,Low,Low,AA,3,3,AA3_x4_3,Productive,7
Week3,Low,Low,AA,3,3,AA3_x4_3,Non-productive,25
Week3,Low,Low,AA,4,1,AA4_x4_1,Eggs,6
Week3,Low,Low,AA,4,1,AA4_x4_1,Juveniles,5
Week3,Low,Low,AA,4,1,AA4_x4_1,Females,11
Week3,Low,Low,AA,4,1,AA4_x4_1,Males,18
Week3,Low,Low,AA,4,1,AA4_x4_1,Productive,7
Week3,Low,Low,AA,4,1,AA4_x4_1,Non-productive,22
Week3,Low,Low,AA,4,2,AA4_x4_2,Eggs,20
Week3,Low,Low,AA,4,2,AA4_x4_2,Juveniles,10
Week3,Low,Low,AA,4,2,AA4_x4_2,Females,19
Week3,Low,Low,AA,4,2,AA4_x4_2,Males,14
Week3,Low,Low,AA,4,2,AA4_x4_2,Productive,16
Week3,Low,Low,AA,4,2,AA4_x4_2,Non-productive,17
Week3,Low,Low,AA,4,3,AA4_x4_3,Eggs,11
Week3,Low,Low,AA,4,3,AA4_x4_3,Juveniles,7
Week3,Low,Low,AA,4,3,AA4_x4_3,Females,10
Week3,Low,Low,AA,4,3,AA4_x4_3,Males,7
Week3,Low,Low,AA,4,3,AA4_x4_3,Productive,7
Week3,Low,Low,AA,4,3,AA4_x4_3,Non-productive,10
Week3,Low,Low,AA,5,1,AA5_x4_1,Eggs,8
Week3,Low,Low,AA,5,1,AA5_x4_1,Juveniles,1
Week3,Low,Low,AA,5,1,AA5_x4_1,Females,9
Week3,Low,Low,AA,5,1,AA5_x4_1,Males,7
Week3,Low,Low,AA,5,1,AA5_x4_1,Productive,6
Week3,Low,Low,AA,5,1,AA5_x4_1,Non-productive,10
Week3,Low,Low,AA,5,2,AA5_x4_2,Eggs,9
Week3,Low,Low,AA,5,2,AA5_x4_2,Juveniles,10
Week3,Low,Low,AA,5,2,AA5_x4_2,Females,16
Week3,Low,Low,AA,5,2,AA5_x4_2,Males,17
Week3,Low,Low,AA,5,2,AA5_x4_2,Productive,9
Week3,Low,Low,AA,5,2,AA5_x4_2,Non-productive,24
Week3,Low,Low,AA,5,3,AA5_x4_3,Eggs,15
Week3,Low,Low,AA,5,3,AA5_x4_3,Juveniles,4
Week3,Low,Low,AA,5,3,AA5_x4_3,Females,13
Week3,Low,Low,AA,5,3,AA5_x4_3,Males,17
Week3,Low,Low,AA,5,3,AA5_x4_3,Productive,10
Week3,Low,Low,AA,5,3,AA5_x4_3,Non-productive,20
Week3,Low,Low,AA,6,1,AA6_x4_1,Eggs,2
Week3,Low,Low,AA,6,1,AA6_x4_1,Juveniles,5
Week3,Low,Low,AA,6,1,AA6_x4_1,Females,18
Week3,Low,Low,AA,6,1,AA6_x4_1,Males,30
Week3,Low,Low,AA,6,1,AA6_x4_1,Productive,6
Week3,Low,Low,AA,6,1,AA6_x4_1,Non-productive,42
Week3,Low,Low,AA,6,2,AA6_x4_2,Eggs,22
Week3,Low,Low,AA,6,2,AA6_x4_2,Juveniles,5
Week3,Low,Low,AA,6,2,AA6_x4_2,Females,27
Week3,Low,Low,AA,6,2,AA6_x4_2,Males,18
Week3,Low,Low,AA,6,2,AA6_x4_2,Productive,19
Week3,Low,Low,AA,6,2,AA6_x4_2,Non-productive,26
Week3,Low,Low,AA,6,3,AA6_x4_3,Eggs,5
Week3,Low,Low,AA,6,3,AA6_x4_3,Juveniles,6
Week3,Low,Low,AA,6,3,AA6_x4_3,Females,15
Week3,Low,Low,AA,6,3,AA6_x4_3,Males,20
Week3,Low,Low,AA,6,3,AA6_x4_3,Productive,9
Week3,Low,Low,AA,6,3,AA6_x4_3,Non-productive,26
Week3,Low,Low,AA,7,1,AA7_x4_1,Eggs,6
Week3,Low,Low,AA,7,1,AA7_x4_1,Juveniles,3
Week3,Low,Low,AA,7,1,AA7_x4_1,Females,12
Week3,Low,Low,AA,7,1,AA7_x4_1,Males,13
Week3,Low,Low,AA,7,1,AA7_x4_1,Productive,8
Week3,Low,Low,AA,7,1,AA7_x4_1,Non-productive,17
Week3,Low,Low,AA,7,2,AA7_x4_2,Eggs,5
Week3,Low,Low,AA,7,2,AA7_x4_2,Juveniles,7
Week3,Low,Low,AA,7,2,AA7_x4_2,Females,12
Week3,Low,Low,AA,7,2,AA7_x4_2,Males,15
Week3,Low,Low,AA,7,2,AA7_x4_2,Productive,8
Week3,Low,Low,AA,7,2,AA7_x4_2,Non-productive,19
Week3,Low,Low,AA,7,3,AA7_x4_3,Eggs,5
Week3,Low,Low,AA,7,3,AA7_x4_3,Juveniles,6
Week3,Low,Low,AA,7,3,AA7_x4_3,Females,15
Week3,Low,Low,AA,7,3,AA7_x4_3,Males,12
Week3,Low,Low,AA,7,3,AA7_x4_3,Productive,7
Week3,Low,Low,AA,7,3,AA7_x4_3,Non-productive,20
Week3,Low,Low,AA,8,1,AA8_x4_1,Eggs,4
Week3,Low,Low,AA,8,1,AA8_x4_1,Juveniles,2
Week3,Low,Low,AA,8,1,AA8_x4_1,Females,10
Week3,Low,Low,AA,8,1,AA8_x4_1,Males,10
Week3,Low,Low,AA,8,1,AA8_x4_1,Productive,2
Week3,Low,Low,AA,8,1,AA8_x4_1,Non-productive,18
Week3,Low,Low,AA,8,2,AA8_x4_2,Eggs,5
Week3,Low,Low,AA,8,2,AA8_x4_2,Juveniles,5
Week3,Low,Low,AA,8,2,AA8_x4_2,Females,7
Week3,Low,Low,AA,8,2,AA8_x4_2,Males,15
Week3,Low,Low,AA,8,2,AA8_x4_2,Productive,4
Week3,Low,Low,AA,8,2,AA8_x4_2,Non-productive,18
Week3,Low,Low,AA,8,3,AA8_x4_3,Eggs,10
Week3,Low,Low,AA,8,3,AA8_x4_3,Juveniles,4
Week3,Low,Low,AA,8,3,AA8_x4_3,Females,15
Week3,Low,Low,AA,8,3,AA8_x4_3,Males,16
Week3,Low,Low,AA,8,3,AA8_x4_3,Productive,11
Week3,Low,Low,AA,8,3,AA8_x4_3,Non-productive,20
Week3,Low,Low,AA,9,1,AA9_x4_1,Eggs,16
Week3,Low,Low,AA,9,1,AA9_x4_1,Juveniles,8
Week3,Low,Low,AA,9,1,AA9_x4_1,Females,11
Week3,Low,Low,AA,9,1,AA9_x4_1,Males,6
Week3,Low,Low,AA,9,1,AA9_x4_1,Productive,10
Week3,Low,Low,AA,9,1,AA9_x4_1,Non-productive,7
Week3,Low,Low,AA,9,2,AA9_x4_2,Eggs,11
Week3,Low,Low,AA,9,2,AA9_x4_2,Juveniles,4
Week3,Low,Low,AA,9,2,AA9_x4_2,Females,12
Week3,Low,Low,AA,9,2,AA9_x4_2,Males,13
Week3,Low,Low,AA,9,2,AA9_x4_2,Productive,10
Week3,Low,Low,AA,9,2,AA9_x4_2,Non-productive,15
Week3,Low,Low,AA,9,3,AA9_x4_3,Eggs,9
Week3,Low,Low,AA,9,3,AA9_x4_3,Juveniles,11
Week3,Low,Low,AA,9,3,AA9_x4_3,Females,14
Week3,Low,Low,AA,9,3,AA9_x4_3,Males,14
Week3,Low,Low,AA,9,3,AA9_x4_3,Productive,13
Week3,Low,Low,AA,9,3,AA9_x4_3,Non-productive,15
Week3,Low,Low,AA,10,1,AA10_x4_1,Eggs,8
Week3,Low,Low,AA,10,1,AA10_x4_1,Juveniles,6
Week3,Low,Low,AA,10,1,AA10_x4_1,Females,12
Week3,Low,Low,AA,10,1,AA10_x4_1,Males,8
Week3,Low,Low,AA,10,1,AA10_x4_1,Productive,11
Week3,Low,Low,AA,10,1,AA10_x4_1,Non-productive,9
Week3,Low,Low,AA,10,2,AA10_x4_2,Eggs,27
Week3,Low,Low,AA,10,2,AA10_x4_2,Juveniles,1
Week3,Low,Low,AA,10,2,AA10_x4_2,Females,13
Week3,Low,Low,AA,10,2,AA10_x4_2,Males,10
Week3,Low,Low,AA,10,2,AA10_x4_2,Productive,11
Week3,Low,Low,AA,10,2,AA10_x4_2,Non-productive,12
Week3,Low,Low,AA,10,3,AA10_x4_3,Eggs,32
Week3,Low,Low,AA,10,3,AA10_x4_3,Juveniles,5
Week3,Low,Low,AA,10,3,AA10_x4_3,Females,22
Week3,Low,Low,AA,10,3,AA10_x4_3,Males,10
Week3,Low,Low,AA,10,3,AA10_x4_3,Productive,19
Week3,Low,Low,AA,10,3,AA10_x4_3,Non-productive,13
Week3,Low,High,AB,1,1,AB1_x4_1,Eggs,2
Week3,Low,High,AB,1,1,AB1_x4_1,Juveniles,3
Week3,Low,High,AB,1,1,AB1_x4_1,Females,12
Week3,Low,High,AB,1,1,AB1_x4_1,Males,12
Week3,Low,High,AB,1,1,AB1_x4_1,Productive,3
Week3,Low,High,AB,1,1,AB1_x4_1,Non-productive,21
Week3,Low,High,AB,1,2,AB1_x4_2,Eggs,14
Week3,Low,High,AB,1,2,AB1_x4_2,Juveniles,8
Week3,Low,High,AB,1,2,AB1_x4_2,Females,16
Week3,Low,High,AB,1,2,AB1_x4_2,Males,12
Week3,Low,High,AB,1,2,AB1_x4_2,Productive,13
Week3,Low,High,AB,1,2,AB1_x4_2,Non-productive,15
Week3,Low,High,AB,1,3,AB1_x4_3,Eggs,3
Week3,Low,High,AB,1,3,AB1_x4_3,Juveniles,15
Week3,Low,High,AB,1,3,AB1_x4_3,Females,15
Week3,Low,High,AB,1,3,AB1_x4_3,Males,8
Week3,Low,High,AB,1,3,AB1_x4_3,Productive,12
Week3,Low,High,AB,1,3,AB1_x4_3,Non-productive,11
Week3,Low,High,AB,2,1,AB2_x4_1,Eggs,9
Week3,Low,High,AB,2,1,AB2_x4_1,Juveniles,7
Week3,Low,High,AB,2,1,AB2_x4_1,Females,11
Week3,Low,High,AB,2,1,AB2_x4_1,Males,9
Week3,Low,High,AB,2,1,AB2_x4_1,Productive,9
Week3,Low,High,AB,2,1,AB2_x4_1,Non-productive,11
Week3,Low,High,AB,2,2,AB2_x4_2,Eggs,10
Week3,Low,High,AB,2,2,AB2_x4_2,Juveniles,5
Week3,Low,High,AB,2,2,AB2_x4_2,Females,11
Week3,Low,High,AB,2,2,AB2_x4_2,Males,6
Week3,Low,High,AB,2,2,AB2_x4_2,Productive,10
Week3,Low,High,AB,2,2,AB2_x4_2,Non-productive,7
Week3,Low,High,AB,2,3,AB2_x4_3,Eggs,13
Week3,Low,High,AB,2,3,AB2_x4_3,Juveniles,5
Week3,Low,High,AB,2,3,AB2_x4_3,Females,10
Week3,Low,High,AB,2,3,AB2_x4_3,Males,9
Week3,Low,High,AB,2,3,AB2_x4_3,Productive,8
Week3,Low,High,AB,2,3,AB2_x4_3,Non-productive,11
Week3,Low,High,AB,3,1,AB3_x4_1,Eggs,3
Week3,Low,High,AB,3,1,AB3_x4_1,Juveniles,10
Week3,Low,High,AB,3,1,AB3_x4_1,Females,10
Week3,Low,High,AB,3,1,AB3_x4_1,Males,14
Week3,Low,High,AB,3,1,AB3_x4_1,Productive,9
Week3,Low,High,AB,3,1,AB3_x4_1,Non-productive,15
Week3,Low,High,AB,3,2,AB3_x4_2,Eggs,11
Week3,Low,High,AB,3,2,AB3_x4_2,Juveniles,7
Week3,Low,High,AB,3,2,AB3_x4_2,Females,18
Week3,Low,High,AB,3,2,AB3_x4_2,Males,8
Week3,Low,High,AB,3,2,AB3_x4_2,Productive,13
Week3,Low,High,AB,3,2,AB3_x4_2,Non-productive,13
Week3,Low,High,AB,3,3,AB3_x4_3,Eggs,2
Week3,Low,High,AB,3,3,AB3_x4_3,Juveniles,8
Week3,Low,High,AB,3,3,AB3_x4_3,Females,16
Week3,Low,High,AB,3,3,AB3_x4_3,Males,10
Week3,Low,High,AB,3,3,AB3_x4_3,Productive,9
Week3,Low,High,AB,3,3,AB3_x4_3,Non-productive,17
Week3,Low,High,AB,4,1,AB4_x4_1,Eggs,28
Week3,Low,High,AB,4,1,AB4_x4_1,Juveniles,7
Week3,Low,High,AB,4,1,AB4_x4_1,Females,20
Week3,Low,High,AB,4,1,AB4_x4_1,Males,11
Week3,Low,High,AB,4,1,AB4_x4_1,Productive,19
Week3,Low,High,AB,4,1,AB4_x4_1,Non-productive,12
Week3,Low,High,AB,4,2,AB4_x4_2,Eggs,12
Week3,Low,High,AB,4,2,AB4_x4_2,Juveniles,4
Week3,Low,High,AB,4,2,AB4_x4_2,Females,10
Week3,Low,High,AB,4,2,AB4_x4_2,Males,11
Week3,Low,High,AB,4,2,AB4_x4_2,Productive,10
Week3,Low,High,AB,4,2,AB4_x4_2,Non-productive,11
Week3,Low,High,AB,4,3,AB4_x4_3,Eggs,19
Week3,Low,High,AB,4,3,AB4_x4_3,Juveniles,8
Week3,Low,High,AB,4,3,AB4_x4_3,Females,18
Week3,Low,High,AB,4,3,AB4_x4_3,Males,15
Week3,Low,High,AB,4,3,AB4_x4_3,Productive,14
Week3,Low,High,AB,4,3,AB4_x4_3,Non-productive,19
Week3,Low,High,AB,5,1,AB5_x4_1,Eggs,22
Week3,Low,High,AB,5,1,AB5_x4_1,Juveniles,9
Week3,Low,High,AB,5,1,AB5_x4_1,Females,20
Week3,Low,High,AB,5,1,AB5_x4_1,Males,13
Week3,Low,High,AB,5,1,AB5_x4_1,Productive,18
Week3,Low,High,AB,5,1,AB5_x4_1,Non-productive,15
Week3,Low,High,AB,5,2,AB5_x4_2,Eggs,13
Week3,Low,High,AB,5,2,AB5_x4_2,Juveniles,16
Week3,Low,High,AB,5,2,AB5_x4_2,Females,18
Week3,Low,High,AB,5,2,AB5_x4_2,Males,9
Week3,Low,High,AB,5,2,AB5_x4_2,Productive,15
Week3,Low,High,AB,5,2,AB5_x4_2,Non-productive,12
Week3,Low,High,AB,5,3,AB5_x4_3,Eggs,4
Week3,Low,High,AB,5,3,AB5_x4_3,Juveniles,9
Week3,Low,High,AB,5,3,AB5_x4_3,Females,11
Week3,Low,High,AB,5,3,AB5_x4_3,Males,9
Week3,Low,High,AB,5,3,AB5_x4_3,Productive,8
Week3,Low,High,AB,5,3,AB5_x4_3,Non-productive,12
Week3,Low,High,AB,6,1,AB6_x4_1,Eggs,9
Week3,Low,High,AB,6,1,AB6_x4_1,Juveniles,12
Week3,Low,High,AB,6,1,AB6_x4_1,Females,10
Week3,Low,High,AB,6,1,AB6_x4_1,Males,10
Week3,Low,High,AB,6,1,AB6_x4_1,Productive,9
Week3,Low,High,AB,6,1,AB6_x4_1,Non-productive,11
Week3,Low,High,AB,6,2,AB6_x4_2,Eggs,7
Week3,Low,High,AB,6,2,AB6_x4_2,Juveniles,14
Week3,Low,High,AB,6,2,AB6_x4_2,Females,11
Week3,Low,High,AB,6,2,AB6_x4_2,Males,12
Week3,Low,High,AB,6,2,AB6_x4_2,Productive,8
Week3,Low,High,AB,6,2,AB6_x4_2,Non-productive,15
Week3,Low,High,AB,6,3,AB6_x4_3,Eggs,10
Week3,Low,High,AB,6,3,AB6_x4_3,Juveniles,5
Week3,Low,High,AB,6,3,AB6_x4_3,Females,10
Week3,Low,High,AB,6,3,AB6_x4_3,Males,6
Week3,Low,High,AB,6,3,AB6_x4_3,Productive,9
Week3,Low,High,AB,6,3,AB6_x4_3,Non-productive,7
Week3,Low,High,AB,7,1,AB7_x4_1,Eggs,8
Week3,Low,High,AB,7,1,AB7_x4_1,Juveniles,5
Week3,Low,High,AB,7,1,AB7_x4_1,Females,12
Week3,Low,High,AB,7,1,AB7_x4_1,Males,10
Week3,Low,High,AB,7,1,AB7_x4_1,Productive,9
Week3,Low,High,AB,7,1,AB7_x4_1,Non-productive,13
Week3,Low,High,AB,7,2,AB7_x4_2,Eggs,6
Week3,Low,High,AB,7,2,AB7_x4_2,Juveniles,7
Week3,Low,High,AB,7,2,AB7_x4_2,Females,10
Week3,Low,High,AB,7,2,AB7_x4_2,Males,10
Week3,Low,High,AB,7,2,AB7_x4_2,Productive,9
Week3,Low,High,AB,7,2,AB7_x4_2,Non-productive,11
Week3,Low,High,AB,7,3,AB7_x4_3,Eggs,11
Week3,Low,High,AB,7,3,AB7_x4_3,Juveniles,8
Week3,Low,High,AB,7,3,AB7_x4_3,Females,16
Week3,Low,High,AB,7,3,AB7_x4_3,Males,3
Week3,Low,High,AB,7,3,AB7_x4_3,Productive,10
Week3,Low,High,AB,7,3,AB7_x4_3,Non-productive,9
Week3,Low,High,AB,8,1,AB8_x4_1,Eggs,5
Week3,Low,High,AB,8,1,AB8_x4_1,Juveniles,9
Week3,Low,High,AB,8,1,AB8_x4_1,Females,12
Week3,Low,High,AB,8,1,AB8_x4_1,Males,8
Week3,Low,High,AB,8,1,AB8_x4_1,Productive,11
Week3,Low,High,AB,8,1,AB8_x4_1,Non-productive,9
Week3,Low,High,AB,8,2,AB8_x4_2,Eggs,17
Week3,Low,High,AB,8,2,AB8_x4_2,Juveniles,10
Week3,Low,High,AB,8,2,AB8_x4_2,Females,18
Week3,Low,High,AB,8,2,AB8_x4_2,Males,13
Week3,Low,High,AB,8,2,AB8_x4_2,Productive,14
Week3,Low,High,AB,8,2,AB8_x4_2,Non-productive,17
Week3,Low,High,AB,8,3,AB8_x4_3,Eggs,8
Week3,Low,High,AB,8,3,AB8_x4_3,Juveniles,6
Week3,Low,High,AB,8,3,AB8_x4_3,Females,12
Week3,Low,High,AB,8,3,AB8_x4_3,Males,12
Week3,Low,High,AB,8,3,AB8_x4_3,Productive,9
Week3,Low,High,AB,8,3,AB8_x4_3,Non-productive,15
Week3,Low,High,AB,9,1,AB9_x4_1,Eggs,0
Week3,Low,High,AB,9,1,AB9_x4_1,Juveniles,18
Week3,Low,High,AB,9,1,AB9_x4_1,Females,14
Week3,Low,High,AB,9,1,AB9_x4_1,Males,8
Week3,Low,High,AB,9,1,AB9_x4_1,Productive,11
Week3,Low,High,AB,9,1,AB9_x4_1,Non-productive,11
Week3,Low,High,AB,9,2,AB9_x4_2,Eggs,12
Week3,Low,High,AB,9,2,AB9_x4_2,Juveniles,7
Week3,Low,High,AB,9,2,AB9_x4_2,Females,10
Week3,Low,High,AB,9,2,AB9_x4_2,Males,5
Week3,Low,High,AB,9,2,AB9_x4_2,Productive,10
Week3,Low,High,AB,9,2,AB9_x4_2,Non-productive,5
Week3,Low,High,AB,9,3,AB9_x4_3,Eggs,18
Week3,Low,High,AB,9,3,AB9_x4_3,Juveniles,12
Week3,Low,High,AB,9,3,AB9_x4_3,Females,19
Week3,Low,High,AB,9,3,AB9_x4_3,Males,8
Week3,Low,High,AB,9,3,AB9_x4_3,Productive,18
Week3,Low,High,AB,9,3,AB9_x4_3,Non-productive,9
Week3,Low,High,AB,10,1,AB10_x4_1,Eggs,22
Week3,Low,High,AB,10,1,AB10_x4_1,Juveniles,4
Week3,Low,High,AB,10,1,AB10_x4_1,Females,17
Week3,Low,High,AB,10,1,AB10_x4_1,Males,11
Week3,Low,High,AB,10,1,AB10_x4_1,Productive,12
Week3,Low,High,AB,10,1,AB10_x4_1,Non-productive,16
Week3,Low,High,AB,10,2,AB10_x4_2,Eggs,19
Week3,Low,High,AB,10,2,AB10_x4_2,Juveniles,15
Week3,Low,High,AB,10,2,AB10_x4_2,Females,14
Week3,Low,High,AB,10,2,AB10_x4_2,Males,20
Week3,Low,High,AB,10,2,AB10_x4_2,Productive,14
Week3,Low,High,AB,10,2,AB10_x4_2,Non-productive,20
Week3,Low,High,AB,10,3,AB10_x4_3,Eggs,3
Week3,Low,High,AB,10,3,AB10_x4_3,Juveniles,9
Week3,Low,High,AB,10,3,AB10_x4_3,Females,12
Week3,Low,High,AB,10,3,AB10_x4_3,Males,19
Week3,Low,High,AB,10,3,AB10_x4_3,Productive,8
Week3,Low,High,AB,10,3,AB10_x4_3,Non-productive,23
Week3,High,Low,BA,1,1,BA1_x4_1,Eggs,1
Week3,High,Low,BA,1,1,BA1_x4_1,Juveniles,8
